# Program:featureCounts v1.5.2; Command:"/data/biohub/local/subread-1.5.2-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "2" "-T" "16" "-p" "-a" "/data/biohub/Refs/zebrafish/Danio_rerio.GRCz10.88.gtf" "-o" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/featureCounts/rRNA_genes.out" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/10_Ps2Ex3M1_WT_6month_07_07_2016_F3_86_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/2_Ps2Ex3M1_Heter_6month_07_07_2016_F3_81_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/7_Ps2Ex3M1_Hom_6month_07_07_2016_F3_83_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/1_Ps2Ex3M1_Heter_6month_07_07_2016_F3_80_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/8_Ps2Ex3M1_Hom_6month_07_07_2016_F3_85_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/3_Ps2Ex3M1_Heter_6month_07_07_2016_F3_84_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/4_Ps2Ex3M1_Heter_6month_07_07_2016_F3_89_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/6_Ps2Ex3M1_Hom_6month_07_07_2016_F3_82_Fem_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam
ENSDARG00000015222	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	18847819;18847821;18848397;18848823;18849686;18849686;18849686;18849872;18849872;18849872;18850674;18850674;18850674;18850872;18850872;18850872;18851463;18851463;18851986	18849117;18848394;18849117;18849117;18849759;18849759;18849759;18849955;18849955;18849955;18850777;18850777;18850777;18851030;18851030;18851030;18851511;18851511;18852095	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1879	449	418	241	301
ENSDARG00000096473	4;4;4;4;4	18850880;18857800;18859920;18861592;18861780	18851030;18858111;18860137;18861679;18861823	-;-;-;-;-	813	0	0	0	0
ENSDARG00000045549	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	18854039;18854129;18854245;18854245;18854245;18854982;18855343;18855343;18855849;18855849;18855849;18856073;18856076;18857229;18857229	18854149;18854149;18854273;18854273;18854273;18855443;18855443;18855443;18855989;18855982;18855989;18856184;18856184;18857635;18857376	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1262	3	3	5	5
ENSDARG00000016613	4;4;4;4	18857648;18859920;18861592;18861780	18858111;18860137;18861679;18862389	-;-;-;-	1380	21	12	22	18
ENSDARG00000008867	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	18863845;18864481;18866171;18866171;18876748;18876748;18881325;18881325;18886583;18886583;18889567;18889571;18903663;18903663;18950302;18950302	18866061;18866061;18866286;18866286;18876891;18876891;18881465;18881465;18886639;18886635;18889639;18889639;18903742;18903742;18950362;18950362	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2889	1251	1728	1483	1287
ENSDARG00000094428	4;4	18963506;18964957	18964729;18965025	-;-	1293	0	2	6	1
ENSDARG00000029524	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	18971900;18971938;18974846;18974864;18978276;18978276;18978276;18978276;18978448;18978448;18984260;18984260;18984260;18984260;18987180;18987180;18987180;18987180;18987365;18987365;18987365;18987593;18987593;18987593;18988813;18988813;18988813;18989610;18989610;18989610;18990824;18990824;18990824;18991000;18991000;18991000;18992635;18992635;18992635;18992857;18992857;18992857;18994716;18994716;18994716;18994940;18994940;18994940;18995115;18995115;18995115	18972289;18972289;18975079;18975079;18978374;18978374;18978374;18978374;18978522;18978522;18984308;18984308;18984308;18984308;18987281;18987219;18987281;18987281;18987439;18987439;18987439;18987799;18987799;18987799;18988900;18988900;18988900;18989809;18989809;18989809;18990914;18990914;18990914;18991095;18991095;18991095;18992778;18992778;18992778;18993001;18993001;18993001;18994859;18994859;18994859;18995023;18995023;18995023;18996505;18996505;18995334	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3614	207	254	395	206
ENSDARG00000099812	4;4;4;4;4;4;4;4;4;4	18996553;18998199;19010654;19010654;19018167;19018167;19027065;19027065;19034376;19039789	19000426;19000426;19010767;19010767;19019193;19019193;19027272;19027354;19034452;19039885	-;-;-;-;-;-;-;-;-;-	5479	1639	1413	1517	1163
ENSDARG00000045548	4;4	19042792;19044719	19043269;19044829	-;-	589	0	7	7	3
ENSDARG00000082824	4	19058490	19058579	-	90	12	18	17	17
ENSDARG00000083992	4	19108348	19108468	+	121	0	0	0	0
ENSDARG00000094118	4;4;4	19138997;19139378;19141648	19139110;19139505;19142141	+;+;+	736	0	0	0	0
ENSDARG00000006766	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	19407969;19407969;19412843;19412843;19425746;19425746;19429691;19429691;19432855;19432855;19436830;19436830;19463437;19463437;19463485;19463513;19504743;19504743;19578593;19578593;19613990;19614451;19614451;19619315;19619315;19619315;19622692;19622692;19622692;19627218;19627218;19627218;19641295;19641295;19641295;19662848;19662848;19662848;19675978;19675978;19675978;19676983;19676983;19676983;19686192;19686192;19686192;19688169;19688169;19688169;19692596;19692596;19692596;19697246;19697246;19697246;19697456;19697456;19697456;19701367;19701367;19701367;19704893;19704893;19704893	19408889;19408889;19412887;19412887;19425949;19425949;19429804;19429804;19432924;19432924;19436953;19436953;19463482;19463578;19463508;19463578;19504931;19504931;19578702;19578702;19614592;19614592;19614592;19619387;19619387;19619387;19622802;19622802;19622802;19627321;19627321;19627321;19641396;19641396;19641396;19662952;19662952;19662952;19676068;19676068;19676068;19677089;19677089;19677089;19686350;19686350;19686350;19688260;19688260;19688260;19692756;19692756;19692756;19697327;19697327;19697327;19697576;19697576;19697576;19701516;19701516;19701516;19705002;19705180;19705132	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4268	1135	1268	1281	1247
ENSDARG00000069402	4;4;4	19545857;19546345;19546761	19546199;19550109;19549732	+;+;+	4108	5432	4864	5017	4152
ENSDARG00000021336	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	19711284;19711332;19711526;19711526;19712479;19712479;19714600;19714600;19714800;19714800;19714897;19714973;19714973;19715107;19715107	19711457;19711457;19711741;19711741;19712560;19712560;19714713;19714713;19714882;19714882;19714899;19715036;19715036;19715652;19715652	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1282	1	2	2	0
ENSDARG00000045544	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	19721673;19722982;19724541;19724541;19724887;19724887;19725074;19725074;19728689;19728689;19730495;19730495;19730731;19732966;19732966;19736019;19736019;19736748;19736748;19738301;19738301;19740021;19740021;19740224;19740224;19740486;19740486;19746374;19746374;19746897;19746897;19747247;19747247;19753115;19753115	19723164;19723164;19724677;19724683;19724993;19724993;19725211;19725211;19728763;19728763;19730603;19730603;19730763;19733102;19733102;19736112;19736112;19736881;19736881;19738466;19738466;19740139;19740139;19740344;19740344;19740628;19740628;19746488;19746488;19747009;19747009;19747391;19747391;19753327;19753324	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3597	6	14	14	8
ENSDARG00000014804	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	19779504;19779703;19783391;19783391;19785125;19785161;19785521;19785521;19785992;19785992;19786988;19786988;19788899;19788899;19793077;19793077;19793639;19793639;19793993;19793993;19794512;19794512;19794677;19794677;19794889;19794889;19795791;19795791;19800209;19800209;19801111;19801111;19806602;19807579;19807579;19808651;19808651;19810557;19810557;19812354;19812354;19812839;19812839;19814389;19814389;19816833;19816833;19816995;19816995;19817154;19817154;19817304;19817304;19817919;19817919;19819559;19819559;19820302;19820302;19823955;19823955;19824114;19824114;19825012;19825012;19833710;19833710;19833934;19833934;19837131;19837131;19865138;19865138;19866556;19866556;19894808;19894808	19779822;19779822;19783473;19783473;19785237;19785237;19785644;19785644;19786047;19786047;19787040;19787040;19789051;19789051;19793148;19793148;19793677;19793677;19794060;19794060;19794583;19794583;19794786;19794786;19794954;19794954;19795872;19795872;19800309;19800309;19801171;19801174;19806622;19807655;19807655;19808712;19808712;19810628;19810628;19812425;19812425;19812913;19812913;19814475;19814481;19816904;19816904;19817084;19817084;19817203;19817203;19817382;19817382;19818023;19818023;19819717;19819717;19820401;19820401;19824005;19824005;19824174;19824174;19825143;19825143;19833836;19833836;19833969;19833969;19837190;19837190;19865254;19865254;19866637;19866637;19895009;19895170	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3731	298	335	569	255
ENSDARG00000001912	4;4;4;4;4;4;4;4;4;4;4	19960096;19961504;19965702;19965702;19971226;19971226;19973004;19973004;19973611;20034087;20038485	19961775;19961775;19966405;19966405;19971338;19971338;19973278;19973258;19973769;20034168;20038595	-;-;-;-;-;-;-;-;-;-;-	3124	157	130	242	145
ENSDARG00000104301	4;4;4;4	20053831;20054148;20054259;20054405	20053977;20054183;20054336;20054508	-;-;-;-	365	1	1	0	0
ENSDARG00000045543	4;4;4;4;4;4;4;4	20058074;20060284;20060348;20060646;20061923;20061923;20071608;20074232	20058123;20060818;20060818;20060818;20062165;20062163;20071728;20074258	-;-;-;-;-;-;-;-	976	268	461	445	439
ENSDARG00000045542	4;4;4;4	20062502;20062733;20064158;20064873	20062546;20062813;20064275;20065607	+;+;+;+	979	180	324	234	278
ENSDARG00000088733	4;4;4	20068112;20068604;20070946	20068423;20068683;20073568	+;+;+	3015	65	108	94	118
ENSDARG00000045541	4;4;4	20074303;20076208;20078895	20074406;20077350;20080517	+;+;+	2870	480	550	301	397
ENSDARG00000011605	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20081781;20082152;20084772;20084772;20084940;20086037;20086037;20086263;20086263;20086461;20086461;20087319;20087319;20087509;20087509;20087855;20087855;20088002;20088002;20088372;20088372;20089214;20089214;20089427;20089427;20089572;20089572;20089868;20089868;20090597;20090597;20090832;20090832;20091794;20091794;20092006;20092006;20092183;20092183;20092418;20092418	20083594;20083594;20084846;20084846;20084976;20086139;20086139;20086366;20086366;20086514;20086514;20087408;20087408;20087573;20087573;20087920;20087920;20088096;20088096;20088467;20088467;20089336;20089336;20089482;20089482;20089634;20089634;20089947;20089947;20090702;20090702;20090912;20090912;20091906;20091906;20092048;20092048;20092221;20092221;20092645;20092654	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3540	228	301	274	317
ENSDARG00000045540	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20093499;20096138;20097241;20098701;20098978;20099872;20100061;20100315;20100560;20101725;20101992;20103361;20103570;20103769;20104156;20104316;20104584;20104731;20104947;20105169;20105444;20107143;20109431;20109621	20093876;20096297;20097504;20098887;20099115;20099937;20100173;20100428;20100686;20101877;20102216;20103425;20103685;20103854;20104236;20104413;20104641;20104858;20105086;20105304;20105496;20107317;20109532;20109782	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3325	1018	1220	894	1172
ENSDARG00000056152	4;4;4;4;4;4;4;4;4;4	20113016;20114606;20114817;20115958;20116176;20116387;20117729;20118603;20118978;20119816	20114526;20114732;20114901;20116008;20116234;20116510;20117755;20118707;20119039;20119857	-;-;-;-;-;-;-;-;-;-	2193	80	121	114	109
ENSDARG00000056145	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20121977;20122585;20122816;20123046;20123256;20123284;20123438;20123438;20125043;20125043;20125357;20125357;20125904;20125904;20126497;20126497;20128542;20129271;20129826;20130037;20130321;20130737;20130929	20122356;20122702;20122919;20123163;20123363;20123363;20123630;20123630;20125236;20125236;20125528;20125528;20126003;20126003;20126594;20126594;20128697;20129331;20129909;20130173;20130367;20130810;20131185	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2401	9	17	19	13
ENSDARG00000102521	4	20367350	20367434	+	85	0	0	0	0
ENSDARG00000101236	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20404271;20405061;20405213;20405460;20405460;20405675;20405675;20405675;20406801;20406801;20406801;20407039;20407039;20408553;20408553;20408782;20408782;20409001;20409001;20409217;20409217;20409855;20409855;20410187;20410187;20410763;20410763;20412830;20412830;20413964;20413964	20404973;20405229;20405563;20405563;20405563;20405804;20405804;20405804;20406958;20406970;20406958;20407114;20407114;20408702;20408702;20408926;20408926;20409115;20409115;20409348;20409348;20410106;20410106;20410318;20410318;20410855;20410855;20412980;20412980;20414431;20414367	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3220	180	213	142	190
ENSDARG00000037960	4;4;4;4	20420216;20424964;20428769;20435000	20422206;20425119;20429607;20435110	-;-;-;-	3097	22	29	29	28
ENSDARG00000017163	4;4;4;4;4;4;4;4;4;4	20455168;20455168;20455394;20455394;20455630;20455630;20456303;20456303;20456790;20456790	20455315;20455315;20455523;20455523;20455712;20455681;20456446;20456446;20456893;20456893	-;-;-;-;-;-;-;-;-;-	609	0	3	2	0
ENSDARG00000004794	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20456551;20456551;20457095;20457095;20457097;20462962;20462962;20462962;20465398;20465398;20465398;20466681;20466681;20466681;20466937;20466937;20466937;20467080;20467080;20467080;20467811;20467811;20467811;20468786;20468786;20469217;20469644;20469644;20469894;20470817;20470817;20471129;20471129;20472819;20472819;20473979;20473979;20474410;20474410;20476042;20476042;20477616	20456603;20456603;20457262;20457262;20457262;20463254;20463254;20463254;20465455;20465455;20465455;20466857;20466857;20466857;20467010;20467010;20467010;20467307;20467364;20467364;20467997;20467950;20467997;20468878;20468878;20469387;20469732;20469732;20470058;20471041;20471041;20471357;20471357;20472938;20472938;20474116;20474116;20474658;20474658;20476439;20476339;20478249	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3806	62	71	97	59
ENSDARG00000019861	4;4	20457719;20460314	20459566;20460989	-;-	2524	52	68	53	40
ENSDARG00000045481	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20477120;20477521;20477521;20478029;20478029;20485027;20485027;20485342;20485342;20486947;20486947;20487121;20487121;20488085;20488085;20489217;20489217;20489987;20489987;20490334;20490334;20490969;20490969;20491804;20491804;20492009;20492009;20492506;20492506;20492684;20492684;20493666;20493666;20493899;20493899;20494077;20495515;20496511;20498838;20499017;20500559;20500778	20477419;20477617;20477617;20478133;20478133;20485088;20485088;20485461;20485461;20487041;20487041;20487191;20487191;20488180;20488180;20489278;20489278;20490018;20490018;20490392;20490392;20491103;20491103;20491884;20491884;20492088;20492088;20492575;20492575;20492904;20492904;20493758;20493758;20493985;20493985;20494152;20495625;20496599;20498863;20499073;20500620;20501207	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2717	34	51	65	52
ENSDARG00000045482	4;4;4;4;4;4;4;4;4;4;4;4;4;4	20503124;20505045;20505321;20505589;20505841;20506037;20508605;20508864;20509162;20509402;20510469;20511081;20511855;20514736	20503407;20505136;20505416;20505712;20505958;20506098;20508707;20509018;20509285;20509485;20510591;20511132;20511994;20514929	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1751	387	475	347	509
ENSDARG00000103810	4;4;4;4;4;4;4;4	20516486;20517557;20518326;20520972;20521309;20521493;20521629;20521993	20517453;20517639;20518441;20521089;20521329;20521548;20521681;20522046	-;-;-;-;-;-;-;-	1469	7	6	11	7
ENSDARG00000045483	4;4	20542122;20544294	20542718;20544751	+;+	1055	286	384	238	352
ENSDARG00000026855	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20550488;20551153;20551340;20551757;20551954;20552087;20552232;20552394;20552571;20553131;20553389;20555329;20556655;20558448;20558618;20558810;20558989;20559359;20568729;20569071;20569276;20569529;20569712;20571765	20550618;20551245;20551433;20551854;20551999;20552154;20552293;20552465;20552657;20553205;20553469;20555391;20556788;20558526;20558731;20558899;20559063;20559509;20568789;20569202;20569438;20569588;20569828;20571846	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2228	6	3	14	1
ENSDARG00000045484	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20581853;20582421;20584477;20584477;20584736;20584736;20585446;20585461;20585678;20585678;20587493;20587499;20592070;20592070;20592461;20592461;20592663;20592663;20593574	20582668;20582668;20584638;20584638;20585362;20585362;20585571;20585571;20585801;20585801;20587565;20587565;20592197;20592197;20592501;20592501;20592835;20592821;20593773	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2470	145	168	141	223
ENSDARG00000008398	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20597152;20597152;20651281;20651281;20655089;20655089;20711438;20711438;20713636;20713636;20714982;20714982;20715223;20715223;20718099;20718099;20719420;20719420;20723203;20723203;20725363;20725363;20725801;20725801;20726361;20726361;20726668;20726668;20726959;20726959;20727168;20727168;20727547;20727547;20728365;20728365;20728792;20728792;20729049;20729049;20729280;20729280;20729480;20729480;20730497;20730497;20730713;20730713;20730983;20730983;20731135;20731135;20732503;20732503;20732823;20732823;20733944;20733944;20734967;20735628;20735628;20739610;20739610;20743177;20743177;20743451;20743451;20743639;20743639;20743809;20743809;20744168;20744168;20744407;20744407;20744674;20744674;20744887;20744887;20746291;20746291;20746513;20746513;20749042;20749042;20751321;20751321;20751547;20751547;20751760;20751760;20751946;20751946;20753386;20753386	20597209;20597209;20651623;20651623;20655194;20655194;20711577;20711577;20713775;20713775;20715143;20715143;20715425;20715425;20718202;20718202;20719592;20719592;20723293;20723293;20725389;20725389;20725961;20725961;20726586;20726586;20726869;20726869;20727079;20727079;20727282;20727282;20727667;20727667;20728434;20728434;20728927;20728927;20729178;20729178;20729339;20729339;20729586;20729586;20730584;20730584;20730820;20730820;20731035;20731035;20731281;20731281;20732704;20732704;20732981;20732981;20734054;20734054;20735050;20735711;20735711;20739657;20739657;20743314;20743314;20743516;20743516;20743730;20743730;20743965;20743965;20744295;20744295;20744503;20744503;20744776;20744776;20744988;20744988;20746418;20746418;20746647;20746647;20749382;20749382;20751437;20751437;20751668;20751668;20751857;20751857;20752281;20752281;20753982;20753997	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6852	2615	2399	2113	2372
ENSDARG00000082618	4	20675074	20675195	-	122	0	0	0	0
ENSDARG00000009252	4;4;4;4;4;4;4;4;4;4;4	20759446;20759453;20761094;20761094;20761280;20761280;20762763;20762763;20764471;20764471;20764751	20759783;20759783;20761208;20761208;20761926;20761926;20763000;20763000;20764596;20764602;20765030	-;-;-;-;-;-;-;-;-;-;-	1750	60	97	116	92
ENSDARG00000011764	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20765066;20765079;20765820;20765820;20765821;20766648;20766648;20766648;20766811;20766811;20766811;20767747;20767747;20767747;20767904;20767904;20767904;20769051;20769051;20769051;20769299;20771657;20771660;20771660;20772915;20772915;20772915;20773082;20773082;20773082;20773293;20773293;20773293;20775607;20775607;20775607;20776400;20776400;20776400;20776880;20776880;20776880;20777262;20777262;20777262;20778212;20778212;20778212;20778420;20778420;20778420	20765331;20765331;20766065;20766065;20766065;20766722;20766722;20766722;20767013;20767013;20767013;20767827;20767827;20767827;20767994;20767994;20767994;20769179;20769179;20769179;20769322;20771744;20771744;20771744;20773007;20773007;20773007;20773171;20773171;20773171;20773471;20773471;20773471;20775771;20775771;20775771;20776554;20776554;20776554;20777110;20777110;20777110;20777401;20777401;20777401;20778347;20778347;20778347;20778677;20778682;20778693	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2666	236	257	200	259
ENSDARG00000045485	4;4;4;4;4	20786130;20786489;20787704;20790517;20800246	20786377;20786618;20788602;20790699;20800466	-;-;-;-;-	1681	648	893	608	867
ENSDARG00000082068	4	20788753	20788870	+	118	0	0	0	0
ENSDARG00000055245	4;4;4;4;4;4;4;4;4	20815145;20815734;20816198;20816600;20818768;20819168;20820012;20820210;20824281	20815360;20816096;20816518;20816866;20819055;20819252;20820063;20820419;20824490	+;+;+;+;+;+;+;+;+	2012	6	3	1	1
ENSDARG00000090038	4;4;4;4;4;4;4	20845396;20846062;20846642;20847058;20847908;20848416;20848672	20845449;20846430;20846962;20847336;20847986;20848488;20850327	+;+;+;+;+;+;+	2831	3	0	0	0
ENSDARG00000090277	4;4;4;4;4;4;4;4	20855882;20856081;20857279;20857858;20858276;20860608;20861599;20861707	20855927;20856150;20857641;20858178;20858566;20860695;20861617;20862009	+;+;+;+;+;+;+;+	1501	0	1	0	0
